                                                                                                                                                                                                                                                     
{'loss': 1.5303, 'grad_norm': 11.621227264404297, 'learning_rate': 2e-05, 'num_tokens': 5131.0, 'mean_token_accuracy': 0.6745900064706802, 'epoch': 0.0}
{'eval_loss': nan, 'eval_runtime': 5.2735, 'eval_samples_per_second': 18.963, 'eval_steps_per_second': 18.963, 'eval_num_tokens': 1345107.0, 'eval_mean_token_accuracy': 0.36947260439395907, 'epoch': 0.12}
{'loss': 0.8581, 'grad_norm': 4.393723011016846, 'learning_rate': 1.9402020202020204e-05, 'num_tokens': 1350125.0, 'mean_token_accuracy': 0.2947399541735649, 'epoch': 0.12}
{'loss': 0.5841, 'grad_norm': 3.8177599906921387, 'learning_rate': 1.94e-05, 'num_tokens': 1353023.0, 'mean_token_accuracy': 0.6415422558784485, 'epoch': 0.12}
{'loss': 0.8493, 'grad_norm': 3.9554693698883057, 'learning_rate': 1.93979797979798e-05, 'num_tokens': 1359389.0, 'mean_token_accuracy': 0.5991287529468536, 'epoch': 0.12}
{'loss': 0.9011, 'grad_norm': 17.613981246948242, 'learning_rate': 1.9395959595959598e-05, 'num_tokens': 1364292.0, 'mean_token_accuracy': 0.380108118057251, 'epoch': 0.12}
{'loss': 0.0, 'grad_norm': 0.0, 'learning_rate': 1.9393939393939395e-05, 'num_tokens': 1367291.0, 'mean_token_accuracy': 0.0, 'epoch': 0.12}
{'loss': 0.4973, 'grad_norm': 2.859285831451416, 'learning_rate': 1.9391919191919192e-05, 'num_tokens': 1371431.0, 'mean_token_accuracy': 0.42308469116687775, 'epoch': 0.12}
{'loss': 0.4308, 'grad_norm': 5.635162830352783, 'learning_rate': 1.9389898989898993e-05, 'num_tokens': 1374979.0, 'mean_token_accuracy': 0.22174447774887085, 'epoch': 0.12}
{'loss': 0.5365, 'grad_norm': 3.646352529525757, 'learning_rate': 1.938787878787879e-05, 'num_tokens': 1377533.0, 'mean_token_accuracy': 0.6304450035095215, 'epoch': 0.12}
{'loss': 0.4968, 'grad_norm': 3.00557804107666, 'learning_rate': 1.9385858585858587e-05, 'num_tokens': 1380740.0, 'mean_token_accuracy': 0.6478983610868454, 'epoch': 0.12}
{'loss': 0.6305, 'grad_norm': 2.5898265838623047, 'learning_rate': 1.9383838383838384e-05, 'num_tokens': 1385271.0, 'mean_token_accuracy': 0.6218345165252686, 'epoch': 0.12}
{'loss': 0.7627, 'grad_norm': 4.0836029052734375, 'learning_rate': 1.9381818181818184e-05, 'num_tokens': 1388411.0, 'mean_token_accuracy': 0.6057625561952591, 'epoch': 0.12}
{'loss': 0.0, 'grad_norm': 0.0, 'learning_rate': 1.937979797979798e-05, 'num_tokens': 1390481.0, 'mean_token_accuracy': 0.0, 'epoch': 0.12}
{'loss': 0.0, 'grad_norm': 0.0, 'learning_rate': 1.9377777777777778e-05, 'num_tokens': 1393113.0, 'mean_token_accuracy': 0.0, 'epoch': 0.13}
{'loss': 0.873, 'grad_norm': 5.121689796447754, 'learning_rate': 1.9375757575757575e-05, 'num_tokens': 1397211.0, 'mean_token_accuracy': 0.3897447884082794, 'epoch': 0.13}
{'loss': 0.0, 'grad_norm': 0.0, 'learning_rate': 1.9373737373737376e-05, 'num_tokens': 1400148.0, 'mean_token_accuracy': 0.0, 'epoch': 0.13}
{'loss': 0.5396, 'grad_norm': 2.274362325668335, 'learning_rate': 1.9371717171717173e-05, 'num_tokens': 1405777.0, 'mean_token_accuracy': 0.6256136745214462, 'epoch': 0.13}
{'loss': 0.625, 'grad_norm': 2.757519006729126, 'learning_rate': 1.9369696969696973e-05, 'num_tokens': 1409772.0, 'mean_token_accuracy': 0.6290844231843948, 'epoch': 0.13}
{'loss': 0.6422, 'grad_norm': 3.890076160430908, 'learning_rate': 1.936767676767677e-05, 'num_tokens': 1412883.0, 'mean_token_accuracy': 0.4223363995552063, 'epoch': 0.13}
{'loss': 0.6508, 'grad_norm': 3.540679693222046, 'learning_rate': 1.9365656565656567e-05, 'num_tokens': 1418312.0, 'mean_token_accuracy': 0.4065770357847214, 'epoch': 0.13}
{'loss': 0.604, 'grad_norm': 2.404679536819458, 'learning_rate': 1.9363636363636364e-05, 'num_tokens': 1423056.0, 'mean_token_accuracy': 0.6202186346054077, 'epoch': 0.13}
{'loss': 0.6223, 'grad_norm': 7.1057257652282715, 'learning_rate': 1.9361616161616165e-05, 'num_tokens': 1426075.0, 'mean_token_accuracy': 0.20789474248886108, 'epoch': 0.13}
{'loss': 0.0, 'grad_norm': 0.0, 'learning_rate': 1.9359595959595962e-05, 'num_tokens': 1429056.0, 'mean_token_accuracy': 0.0, 'epoch': 0.13}
{'loss': 0.7371, 'grad_norm': 4.037798881530762, 'learning_rate': 1.935757575757576e-05, 'num_tokens': 1432113.0, 'mean_token_accuracy': 0.19385285675525665, 'epoch': 0.13}
{'loss': 0.7408, 'grad_norm': 3.337543249130249, 'learning_rate': 1.9355555555555556e-05, 'num_tokens': 1437169.0, 'mean_token_accuracy': 0.39947688579559326, 'epoch': 0.13}
{'loss': 0.7952, 'grad_norm': 4.927675724029541, 'learning_rate': 1.9353535353535356e-05, 'num_tokens': 1441181.0, 'mean_token_accuracy': 0.4146064668893814, 'epoch': 0.13}
{'loss': 0.558, 'grad_norm': 4.749844074249268, 'learning_rate': 1.9351515151515153e-05, 'num_tokens': 1444950.0, 'mean_token_accuracy': 0.20912262797355652, 'epoch': 0.13}
{'loss': 0.7669, 'grad_norm': 5.151266098022461, 'learning_rate': 1.934949494949495e-05, 'num_tokens': 1448904.0, 'mean_token_accuracy': 0.19430692493915558, 'epoch': 0.13}
{'loss': 0.5784, 'grad_norm': 9.152968406677246, 'learning_rate': 1.9347474747474747e-05, 'num_tokens': 1450907.0, 'mean_token_accuracy': 0.21008403599262238, 'epoch': 0.13}
{'loss': 0.3175, 'grad_norm': 2.6781060695648193, 'learning_rate': 1.9345454545454548e-05, 'num_tokens': 1453946.0, 'mean_token_accuracy': 0.44630037248134613, 'epoch': 0.13}
{'loss': 0.5252, 'grad_norm': 4.818593502044678, 'learning_rate': 1.9343434343434345e-05, 'num_tokens': 1457237.0, 'mean_token_accuracy': 0.21058091521263123, 'epoch': 0.13}
{'loss': 0.7266, 'grad_norm': 3.417133331298828, 'learning_rate': 1.9341414141414142e-05, 'num_tokens': 1460866.0, 'mean_token_accuracy': 0.6211536079645157, 'epoch': 0.13}
{'loss': 0.4969, 'grad_norm': 3.0283710956573486, 'learning_rate': 1.933939393939394e-05, 'num_tokens': 1465302.0, 'mean_token_accuracy': 0.6510333716869354, 'epoch': 0.13}
{'loss': 0.9163, 'grad_norm': 6.423921585083008, 'learning_rate': 1.933737373737374e-05, 'num_tokens': 1468739.0, 'mean_token_accuracy': 0.1936662644147873, 'epoch': 0.13}
{'loss': 0.5582, 'grad_norm': 7.0981364250183105, 'learning_rate': 1.9335353535353536e-05, 'num_tokens': 1472414.0, 'mean_token_accuracy': 0.2152777761220932, 'epoch': 0.13}
{'loss': 0.2867, 'grad_norm': 3.239457845687866, 'learning_rate': 1.9333333333333333e-05, 'num_tokens': 1476288.0, 'mean_token_accuracy': 0.22710487246513367, 'epoch': 0.13}
{'loss': 0.4976, 'grad_norm': 4.763458728790283, 'learning_rate': 1.933131313131313e-05, 'num_tokens': 1482564.0, 'mean_token_accuracy': 0.4422388970851898, 'epoch': 0.13}
{'loss': 0.7415, 'grad_norm': 3.3522520065307617, 'learning_rate': 1.932929292929293e-05, 'num_tokens': 1488940.0, 'mean_token_accuracy': 0.6116584241390228, 'epoch': 0.13}
{'loss': 0.2959, 'grad_norm': 3.1846070289611816, 'learning_rate': 1.9327272727272728e-05, 'num_tokens': 1492012.0, 'mean_token_accuracy': 0.22679738700389862, 'epoch': 0.14}
{'loss': 0.0, 'grad_norm': 0.0, 'learning_rate': 1.932525252525253e-05, 'num_tokens': 1495432.0, 'mean_token_accuracy': 0.0, 'epoch': 0.14}
{'loss': 0.5897, 'grad_norm': 2.6514086723327637, 'learning_rate': 1.9323232323232325e-05, 'num_tokens': 1501496.0, 'mean_token_accuracy': 0.44610515236854553, 'epoch': 0.14}
{'loss': 0.5716, 'grad_norm': 3.8652100563049316, 'learning_rate': 1.9321212121212122e-05, 'num_tokens': 1504758.0, 'mean_token_accuracy': 0.42281776666641235, 'epoch': 0.14}
{'loss': 0.665, 'grad_norm': 3.7240960597991943, 'learning_rate': 1.931919191919192e-05, 'num_tokens': 1507883.0, 'mean_token_accuracy': 0.8281986862421036, 'epoch': 0.14}
{'loss': 0.377, 'grad_norm': 3.015540361404419, 'learning_rate': 1.931717171717172e-05, 'num_tokens': 1511872.0, 'mean_token_accuracy': 0.45682328939437866, 'epoch': 0.14}
{'loss': 0.0, 'grad_norm': 0.0, 'learning_rate': 1.9315151515151517e-05, 'num_tokens': 1513957.0, 'mean_token_accuracy': 0.0, 'epoch': 0.14}
{'loss': 0.7022, 'grad_norm': 3.834972381591797, 'learning_rate': 1.9313131313131314e-05, 'num_tokens': 1516973.0, 'mean_token_accuracy': 0.4100128412246704, 'epoch': 0.14}
{'loss': 0.6214, 'grad_norm': 2.6038711071014404, 'learning_rate': 1.931111111111111e-05, 'num_tokens': 1522225.0, 'mean_token_accuracy': 0.6299631595611572, 'epoch': 0.14}
{'loss': 0.6104, 'grad_norm': 3.7850921154022217, 'learning_rate': 1.930909090909091e-05, 'num_tokens': 1525497.0, 'mean_token_accuracy': 0.43277549743652344, 'epoch': 0.14}
{'loss': 0.6048, 'grad_norm': 3.045618772506714, 'learning_rate': 1.930707070707071e-05, 'num_tokens': 1529781.0, 'mean_token_accuracy': 0.41121983528137207, 'epoch': 0.14}
{'loss': 0.4426, 'grad_norm': 4.020732879638672, 'learning_rate': 1.9305050505050506e-05, 'num_tokens': 1534856.0, 'mean_token_accuracy': 0.22079646587371826, 'epoch': 0.14}
{'loss': 0.672, 'grad_norm': 3.7639410495758057, 'learning_rate': 1.9303030303030306e-05, 'num_tokens': 1538404.0, 'mean_token_accuracy': 0.40949802100658417, 'epoch': 0.14}
{'loss': 0.4843, 'grad_norm': 2.352867603302002, 'learning_rate': 1.9301010101010103e-05, 'num_tokens': 1543329.0, 'mean_token_accuracy': 0.628963440656662, 'epoch': 0.14}
{'loss': 0.9669, 'grad_norm': 6.348071098327637, 'learning_rate': 1.92989898989899e-05, 'num_tokens': 1546458.0, 'mean_token_accuracy': 0.18683409690856934, 'epoch': 0.14}
{'loss': 0.4831, 'grad_norm': 3.250974416732788, 'learning_rate': 1.9296969696969697e-05, 'num_tokens': 1551700.0, 'mean_token_accuracy': 0.42647577822208405, 'epoch': 0.14}
{'loss': 0.2938, 'grad_norm': 4.763470649719238, 'learning_rate': 1.9294949494949498e-05, 'num_tokens': 1555935.0, 'mean_token_accuracy': 0.23336413502693176, 'epoch': 0.14}
{'loss': 0.8538, 'grad_norm': 3.869774103164673, 'learning_rate': 1.9292929292929295e-05, 'num_tokens': 1559114.0, 'mean_token_accuracy': 0.19565217196941376, 'epoch': 0.14}
{'loss': 0.3846, 'grad_norm': 3.7639691829681396, 'learning_rate': 1.9290909090909095e-05, 'num_tokens': 1562410.0, 'mean_token_accuracy': 0.4541148990392685, 'epoch': 0.14}
{'loss': 0.5017, 'grad_norm': 4.407425403594971, 'learning_rate': 1.928888888888889e-05, 'num_tokens': 1564820.0, 'mean_token_accuracy': 0.4276343435049057, 'epoch': 0.14}
{'loss': 0.4313, 'grad_norm': 2.752981662750244, 'learning_rate': 1.928686868686869e-05, 'num_tokens': 1569503.0, 'mean_token_accuracy': 0.22017398476600647, 'epoch': 0.14}
{'loss': 0.5892, 'grad_norm': 2.6062114238739014, 'learning_rate': 1.9284848484848486e-05, 'num_tokens': 1574109.0, 'mean_token_accuracy': 0.6311091184616089, 'epoch': 0.14}
{'loss': 0.3072, 'grad_norm': 2.301511526107788, 'learning_rate': 1.9282828282828287e-05, 'num_tokens': 1581536.0, 'mean_token_accuracy': 0.6802970319986343, 'epoch': 0.14}
{'loss': 0.6272, 'grad_norm': 3.9753055572509766, 'learning_rate': 1.9280808080808084e-05, 'num_tokens': 1584742.0, 'mean_token_accuracy': 0.6420663893222809, 'epoch': 0.14}
{'loss': 0.3562, 'grad_norm': 2.9724605083465576, 'learning_rate': 1.927878787878788e-05, 'num_tokens': 1587528.0, 'mean_token_accuracy': 0.6802332848310471, 'epoch': 0.15}
{'loss': 0.4444, 'grad_norm': 7.518560409545898, 'learning_rate': 1.9276767676767678e-05, 'num_tokens': 1590027.0, 'mean_token_accuracy': 0.22524753212928772, 'epoch': 0.15}
{'loss': 0.5399, 'grad_norm': 2.964524269104004, 'learning_rate': 1.9274747474747478e-05, 'num_tokens': 1600398.0, 'mean_token_accuracy': 0.847354918718338, 'epoch': 0.15}
{'loss': 0.7192, 'grad_norm': 4.2088942527771, 'learning_rate': 1.9272727272727275e-05, 'num_tokens': 1605108.0, 'mean_token_accuracy': 0.19749651849269867, 'epoch': 0.15}
{'loss': 0.0, 'grad_norm': 0.0, 'learning_rate': 1.9270707070707072e-05, 'num_tokens': 1608090.0, 'mean_token_accuracy': 0.0, 'epoch': 0.15}
{'loss': 0.3403, 'grad_norm': 6.2171807289123535, 'learning_rate': 1.926868686868687e-05, 'num_tokens': 1610383.0, 'mean_token_accuracy': 0.22468353807926178, 'epoch': 0.15}
{'loss': 0.5652, 'grad_norm': 3.602412462234497, 'learning_rate': 1.926666666666667e-05, 'num_tokens': 1613733.0, 'mean_token_accuracy': 0.6453473269939423, 'epoch': 0.15}
{'loss': 0.3945, 'grad_norm': 4.810735702514648, 'learning_rate': 1.9264646464646467e-05, 'num_tokens': 1620096.0, 'mean_token_accuracy': 0.6674506813287735, 'epoch': 0.15}
{'loss': 0.4635, 'grad_norm': 3.2312819957733154, 'learning_rate': 1.9262626262626264e-05, 'num_tokens': 1625036.0, 'mean_token_accuracy': 0.8716099411249161, 'epoch': 0.15}
{'loss': 0.7626, 'grad_norm': 3.452838897705078, 'learning_rate': 1.926060606060606e-05, 'num_tokens': 1630948.0, 'mean_token_accuracy': 0.6235111951828003, 'epoch': 0.15}
{'loss': 0.4808, 'grad_norm': 5.635393142700195, 'learning_rate': 1.925858585858586e-05, 'num_tokens': 1633461.0, 'mean_token_accuracy': 0.2131696492433548, 'epoch': 0.15}
{'loss': 0.6334, 'grad_norm': 4.503541946411133, 'learning_rate': 1.9256565656565658e-05, 'num_tokens': 1636547.0, 'mean_token_accuracy': 0.432913139462471, 'epoch': 0.15}
{'loss': 0.5539, 'grad_norm': 3.650057077407837, 'learning_rate': 1.9254545454545455e-05, 'num_tokens': 1639612.0, 'mean_token_accuracy': 0.42539045214653015, 'epoch': 0.15}
{'loss': 0.6097, 'grad_norm': 3.9353187084198, 'learning_rate': 1.9252525252525252e-05, 'num_tokens': 1647364.0, 'mean_token_accuracy': 0.6362809538841248, 'epoch': 0.15}
{'loss': 0.6631, 'grad_norm': 4.439888000488281, 'learning_rate': 1.9250505050505053e-05, 'num_tokens': 1651079.0, 'mean_token_accuracy': 0.19723795354366302, 'epoch': 0.15}
{'loss': 0.7318, 'grad_norm': 3.253091335296631, 'learning_rate': 1.924848484848485e-05, 'num_tokens': 1655654.0, 'mean_token_accuracy': 0.3913824260234833, 'epoch': 0.15}
{'loss': 0.0, 'grad_norm': 0.0, 'learning_rate': 1.924646464646465e-05, 'num_tokens': 1658749.0, 'mean_token_accuracy': 0.0, 'epoch': 0.15}
{'loss': 0.6034, 'grad_norm': 2.4462168216705322, 'learning_rate': 1.9244444444444444e-05, 'num_tokens': 1662951.0, 'mean_token_accuracy': 0.6205813437700272, 'epoch': 0.15}
{'loss': 0.4201, 'grad_norm': 4.781876564025879, 'learning_rate': 1.9242424242424244e-05, 'num_tokens': 1665870.0, 'mean_token_accuracy': 0.44722044467926025, 'epoch': 0.15}
{'loss': 0.9828, 'grad_norm': 7.6656975746154785, 'learning_rate': 1.924040404040404e-05, 'num_tokens': 1670997.0, 'mean_token_accuracy': 0.19276686012744904, 'epoch': 0.15}
{'loss': 0.4365, 'grad_norm': 4.003533840179443, 'learning_rate': 1.9238383838383842e-05, 'num_tokens': 1676072.0, 'mean_token_accuracy': 0.43880216777324677, 'epoch': 0.15}
{'loss': 0.718, 'grad_norm': 2.7613027095794678, 'learning_rate': 1.923636363636364e-05, 'num_tokens': 1681377.0, 'mean_token_accuracy': 0.6153361797332764, 'epoch': 0.15}
{'loss': 0.603, 'grad_norm': 2.8017377853393555, 'learning_rate': 1.9234343434343436e-05, 'num_tokens': 1687866.0, 'mean_token_accuracy': 0.8280929625034332, 'epoch': 0.15}
{'loss': 0.6381, 'grad_norm': 3.4923713207244873, 'learning_rate': 1.9232323232323233e-05, 'num_tokens': 1690827.0, 'mean_token_accuracy': 0.40855252742767334, 'epoch': 0.15}
{'loss': 0.8327, 'grad_norm': 2.9468770027160645, 'learning_rate': 1.9230303030303033e-05, 'num_tokens': 1694590.0, 'mean_token_accuracy': 0.38177390396595, 'epoch': 0.15}
{'loss': 0.5464, 'grad_norm': 4.843479633331299, 'learning_rate': 1.922828282828283e-05, 'num_tokens': 1703444.0, 'mean_token_accuracy': 0.4231702387332916, 'epoch': 0.16}
{'loss': 0.4614, 'grad_norm': 3.122540235519409, 'learning_rate': 1.9226262626262627e-05, 'num_tokens': 1707025.0, 'mean_token_accuracy': 0.4277580678462982, 'epoch': 0.16}
{'loss': 0.8355, 'grad_norm': 2.6816141605377197, 'learning_rate': 1.9224242424242424e-05, 'num_tokens': 1712152.0, 'mean_token_accuracy': 0.8020091503858566, 'epoch': 0.16}
{'loss': 0.684, 'grad_norm': 7.369361877441406, 'learning_rate': 1.9222222222222225e-05, 'num_tokens': 1715292.0, 'mean_token_accuracy': 0.406212642788887, 'epoch': 0.16}
{'loss': 0.3464, 'grad_norm': 4.960245609283447, 'learning_rate': 1.9220202020202022e-05, 'num_tokens': 1718491.0, 'mean_token_accuracy': 0.2266187071800232, 'epoch': 0.16}
{'loss': 0.6692, 'grad_norm': 3.050642728805542, 'learning_rate': 1.921818181818182e-05, 'num_tokens': 1722670.0, 'mean_token_accuracy': 0.40384913980960846, 'epoch': 0.16}
{'loss': 0.5108, 'grad_norm': 3.464949369430542, 'learning_rate': 1.9216161616161616e-05, 'num_tokens': 1726685.0, 'mean_token_accuracy': 0.655505582690239, 'epoch': 0.16}
{'loss': 0.393, 'grad_norm': 2.5788631439208984, 'learning_rate': 1.9214141414141416e-05, 'num_tokens': 1730534.0, 'mean_token_accuracy': 0.4378998875617981, 'epoch': 0.16}
{'loss': 0.8306, 'grad_norm': 2.5693323612213135, 'learning_rate': 1.9212121212121213e-05, 'num_tokens': 1736756.0, 'mean_token_accuracy': 0.7903129905462265, 'epoch': 0.16}
{'loss': 0.4312, 'grad_norm': 3.1251163482666016, 'learning_rate': 1.921010101010101e-05, 'num_tokens': 1741552.0, 'mean_token_accuracy': 0.4426608085632324, 'epoch': 0.16}
{'loss': 0.6413, 'grad_norm': 3.828460216522217, 'learning_rate': 1.9208080808080808e-05, 'num_tokens': 1744920.0, 'mean_token_accuracy': 0.6182859838008881, 'epoch': 0.16}
{'loss': 0.5458, 'grad_norm': 3.1250433921813965, 'learning_rate': 1.9206060606060608e-05, 'num_tokens': 1748117.0, 'mean_token_accuracy': 0.6300376951694489, 'epoch': 0.16}
{'loss': 0.783, 'grad_norm': 5.0880303382873535, 'learning_rate': 1.9204040404040405e-05, 'epoch': 0.16}
                                                                                                                                                                                                                                                     
{'eval_loss': nan, 'eval_runtime': 5.2508, 'eval_samples_per_second': 19.045, 'eval_steps_per_second': 19.045, 'eval_num_tokens': 1754020.0, 'eval_mean_token_accuracy': 0.3700875586271286, 'epoch': 0.16}
{'loss': 0.5225, 'grad_norm': 3.997422218322754, 'learning_rate': 1.9202020202020205e-05, 'num_tokens': 1757795.0, 'mean_token_accuracy': 0.3077746704220772, 'epoch': 0.16}
{'loss': 0.5246, 'grad_norm': 4.21327543258667, 'learning_rate': 1.9200000000000003e-05, 'num_tokens': 1762678.0, 'mean_token_accuracy': 0.4352133274078369, 'epoch': 0.16}
{'loss': 0.0, 'grad_norm': 0.0, 'learning_rate': 1.91979797979798e-05, 'num_tokens': 1765277.0, 'mean_token_accuracy': 0.0, 'epoch': 0.16}
{'loss': 0.6647, 'grad_norm': 5.004826545715332, 'learning_rate': 1.9195959595959597e-05, 'num_tokens': 1769578.0, 'mean_token_accuracy': 0.4112524390220642, 'epoch': 0.16}
{'loss': 0.7124, 'grad_norm': 3.899519205093384, 'learning_rate': 1.9193939393939397e-05, 'num_tokens': 1773114.0, 'mean_token_accuracy': 0.4007730185985565, 'epoch': 0.16}
{'loss': 0.5735, 'grad_norm': 3.7512495517730713, 'learning_rate': 1.9191919191919194e-05, 'num_tokens': 1777521.0, 'mean_token_accuracy': 0.42945243418216705, 'epoch': 0.16}
{'loss': 0.0, 'grad_norm': 0.0, 'learning_rate': 1.918989898989899e-05, 'num_tokens': 1780550.0, 'mean_token_accuracy': 0.0, 'epoch': 0.16}
{'loss': 0.959, 'grad_norm': 3.1837828159332275, 'learning_rate': 1.9187878787878788e-05, 'num_tokens': 1786624.0, 'mean_token_accuracy': 0.7614971697330475, 'epoch': 0.16}
{'loss': 0.7599, 'grad_norm': 6.87697172164917, 'learning_rate': 1.918585858585859e-05, 'num_tokens': 1790847.0, 'mean_token_accuracy': 0.40409432351589203, 'epoch': 0.16}
{'loss': 0.0, 'grad_norm': 0.0, 'learning_rate': 1.9183838383838386e-05, 'num_tokens': 1793462.0, 'mean_token_accuracy': 0.0, 'epoch': 0.16}
{'loss': 0.4081, 'grad_norm': 2.968656301498413, 'learning_rate': 1.9181818181818183e-05, 'num_tokens': 1797380.0, 'mean_token_accuracy': 0.4415510296821594, 'epoch': 0.16}
{'loss': 0.6289, 'grad_norm': 2.851849317550659, 'learning_rate': 1.917979797979798e-05, 'num_tokens': 1807512.0, 'mean_token_accuracy': 0.619263619184494, 'epoch': 0.16}
{'loss': 0.6865, 'grad_norm': 4.031792163848877, 'learning_rate': 1.917777777777778e-05, 'num_tokens': 1810084.0, 'mean_token_accuracy': 0.42036253213882446, 'epoch': 0.17}
{'loss': 0.5216, 'grad_norm': 3.6042494773864746, 'learning_rate': 1.9175757575757577e-05, 'num_tokens': 1814584.0, 'mean_token_accuracy': 0.6492810994386673, 'epoch': 0.17}
{'loss': 0.5235, 'grad_norm': 2.724311351776123, 'learning_rate': 1.9173737373737374e-05, 'num_tokens': 1820053.0, 'mean_token_accuracy': 0.4312288612127304, 'epoch': 0.17}
{'loss': 0.6507, 'grad_norm': 5.205739974975586, 'learning_rate': 1.917171717171717e-05, 'num_tokens': 1822463.0, 'mean_token_accuracy': 0.21561135351657867, 'epoch': 0.17}
{'loss': 0.0, 'grad_norm': 0.0, 'learning_rate': 1.916969696969697e-05, 'num_tokens': 1825045.0, 'mean_token_accuracy': 0.0, 'epoch': 0.17}
{'loss': 0.3297, 'grad_norm': 5.4933342933654785, 'learning_rate': 1.916767676767677e-05, 'num_tokens': 1827151.0, 'mean_token_accuracy': 0.22697368264198303, 'epoch': 0.17}
{'loss': 0.6803, 'grad_norm': 2.8413400650024414, 'learning_rate': 1.9165656565656566e-05, 'num_tokens': 1832300.0, 'mean_token_accuracy': 0.4043499380350113, 'epoch': 0.17}
{'loss': 0.5424, 'grad_norm': 3.0202879905700684, 'learning_rate': 1.9163636363636363e-05, 'num_tokens': 1836040.0, 'mean_token_accuracy': 0.640580952167511, 'epoch': 0.17}
{'loss': 0.4497, 'grad_norm': 2.2275216579437256, 'learning_rate': 1.9161616161616163e-05, 'num_tokens': 1842976.0, 'mean_token_accuracy': 0.6514604240655899, 'epoch': 0.17}
{'loss': 0.5713, 'grad_norm': 6.412168979644775, 'learning_rate': 1.915959595959596e-05, 'num_tokens': 1846401.0, 'mean_token_accuracy': 0.2115059196949005, 'epoch': 0.17}
{'loss': 0.7762, 'grad_norm': 3.2950756549835205, 'learning_rate': 1.915757575757576e-05, 'num_tokens': 1849754.0, 'mean_token_accuracy': 0.8046431392431259, 'epoch': 0.17}
{'loss': 0.4863, 'grad_norm': 2.7162652015686035, 'learning_rate': 1.9155555555555558e-05, 'num_tokens': 1856258.0, 'mean_token_accuracy': 0.6485050171613693, 'epoch': 0.17}
{'loss': 0.6146, 'grad_norm': 2.788555383682251, 'learning_rate': 1.9153535353535355e-05, 'num_tokens': 1862781.0, 'mean_token_accuracy': 0.6394025087356567, 'epoch': 0.17}
{'loss': 0.4294, 'grad_norm': 6.416156768798828, 'learning_rate': 1.9151515151515152e-05, 'num_tokens': 1867751.0, 'mean_token_accuracy': 0.6668588221073151, 'epoch': 0.17}
{'loss': 0.0, 'grad_norm': 0.0, 'learning_rate': 1.9149494949494952e-05, 'num_tokens': 1870046.0, 'mean_token_accuracy': 0.0, 'epoch': 0.17}
{'loss': 0.5318, 'grad_norm': 3.9128289222717285, 'learning_rate': 1.914747474747475e-05, 'num_tokens': 1872760.0, 'mean_token_accuracy': 0.2079145759344101, 'epoch': 0.17}
{'loss': 0.7144, 'grad_norm': 5.987805366516113, 'learning_rate': 1.9145454545454546e-05, 'num_tokens': 1875634.0, 'mean_token_accuracy': 0.19991986453533173, 'epoch': 0.17}
{'loss': 0.4152, 'grad_norm': 4.529841423034668, 'learning_rate': 1.9143434343434343e-05, 'num_tokens': 1878630.0, 'mean_token_accuracy': 0.6757190376520157, 'epoch': 0.17}
{'loss': 0.8079, 'grad_norm': 3.9356529712677, 'learning_rate': 1.9141414141414144e-05, 'num_tokens': 1882679.0, 'mean_token_accuracy': 0.40037907660007477, 'epoch': 0.17}
{'loss': 0.3879, 'grad_norm': 2.8584890365600586, 'learning_rate': 1.913939393939394e-05, 'num_tokens': 1890738.0, 'mean_token_accuracy': 0.4511145353317261, 'epoch': 0.17}
{'loss': 0.5356, 'grad_norm': 4.154968738555908, 'learning_rate': 1.9137373737373738e-05, 'num_tokens': 1893723.0, 'mean_token_accuracy': 0.4302387535572052, 'epoch': 0.17}
{'loss': 0.7003, 'grad_norm': 3.540018081665039, 'learning_rate': 1.913535353535354e-05, 'num_tokens': 1898597.0, 'mean_token_accuracy': 0.40388792753219604, 'epoch': 0.17}
{'loss': 0.3714, 'grad_norm': 3.032935380935669, 'learning_rate': 1.9133333333333335e-05, 'num_tokens': 1903698.0, 'mean_token_accuracy': 0.4556300491094589, 'epoch': 0.17}
{'loss': 0.479, 'grad_norm': 2.9711127281188965, 'learning_rate': 1.9131313131313132e-05, 'num_tokens': 1911701.0, 'mean_token_accuracy': 0.637944757938385, 'epoch': 0.17}
{'loss': 0.3972, 'grad_norm': 3.3062777519226074, 'learning_rate': 1.912929292929293e-05, 'num_tokens': 1918175.0, 'mean_token_accuracy': 0.44486135244369507, 'epoch': 0.17}
{'loss': 0.4456, 'grad_norm': 3.411355495452881, 'learning_rate': 1.912727272727273e-05, 'num_tokens': 1922671.0, 'mean_token_accuracy': 0.22299306094646454, 'epoch': 0.18}
{'loss': 0.6723, 'grad_norm': 5.038630962371826, 'learning_rate': 1.9125252525252527e-05, 'num_tokens': 1926033.0, 'mean_token_accuracy': 0.4197615534067154, 'epoch': 0.18}
{'loss': 0.4255, 'grad_norm': 3.9492502212524414, 'learning_rate': 1.9123232323232327e-05, 'num_tokens': 1929305.0, 'mean_token_accuracy': 0.2170686423778534, 'epoch': 0.18}
{'loss': 0.5544, 'grad_norm': 2.7216603755950928, 'learning_rate': 1.912121212121212e-05, 'num_tokens': 1933478.0, 'mean_token_accuracy': 0.627959206700325, 'epoch': 0.18}
{'loss': 0.5954, 'grad_norm': 3.3191988468170166, 'learning_rate': 1.911919191919192e-05, 'num_tokens': 1936576.0, 'mean_token_accuracy': 0.6207997649908066, 'epoch': 0.18}
