                                                                                                                                                                                                                                      
{'loss': 1.4181, 'grad_norm': inf, 'learning_rate': 2e-05, 'num_tokens': 5142.0, 'mean_token_accuracy': 0.6873541623353958, 'epoch': 0.0}
{'loss': 0.6373, 'grad_norm': 5.31513786315918, 'learning_rate': 1.4909747292418775e-05, 'num_tokens': 774540.0, 'mean_token_accuracy': 0.786265179514885, 'epoch': 0.26}
{'loss': 1.1532, 'grad_norm': 5.883510589599609, 'learning_rate': 1.4873646209386284e-05, 'num_tokens': 780748.0, 'mean_token_accuracy': 0.6962288469076157, 'epoch': 0.26}
{'loss': 0.7991, 'grad_norm': 4.71168327331543, 'learning_rate': 1.4837545126353792e-05, 'num_tokens': 785991.0, 'mean_token_accuracy': 0.7907859981060028, 'epoch': 0.26}
{'loss': 0.4348, 'grad_norm': 5.2277398109436035, 'learning_rate': 1.48014440433213e-05, 'num_tokens': 792150.0, 'mean_token_accuracy': 0.8692281097173691, 'epoch': 0.26}
{'loss': 0.908, 'grad_norm': 5.3155622482299805, 'learning_rate': 1.476534296028881e-05, 'num_tokens': 797103.0, 'mean_token_accuracy': 0.7391892075538635, 'epoch': 0.27}
{'loss': 0.9831, 'grad_norm': 6.096464157104492, 'learning_rate': 1.472924187725632e-05, 'num_tokens': 802263.0, 'mean_token_accuracy': 0.7215075641870499, 'epoch': 0.27}
{'loss': 0.5372, 'grad_norm': 5.749337673187256, 'learning_rate': 1.4693140794223829e-05, 'num_tokens': 806921.0, 'mean_token_accuracy': 0.8330119997262955, 'epoch': 0.27}
{'loss': 0.6504, 'grad_norm': 5.484709739685059, 'learning_rate': 1.4657039711191336e-05, 'num_tokens': 814806.0, 'mean_token_accuracy': 0.7967686951160431, 'epoch': 0.27}
{'loss': 0.7816, 'grad_norm': 6.777567386627197, 'learning_rate': 1.4620938628158846e-05, 'num_tokens': 818676.0, 'mean_token_accuracy': 0.7839983999729156, 'epoch': 0.27}
{'loss': 1.0631, 'grad_norm': 6.362175464630127, 'learning_rate': 1.4584837545126355e-05, 'num_tokens': 823596.0, 'mean_token_accuracy': 0.7225392311811447, 'epoch': 0.27}
{'loss': 0.8652, 'grad_norm': 4.830568790435791, 'learning_rate': 1.4548736462093864e-05, 'num_tokens': 828986.0, 'mean_token_accuracy': 0.7922683954238892, 'epoch': 0.28}
{'loss': 0.9417, 'grad_norm': 7.207046031951904, 'learning_rate': 1.4512635379061372e-05, 'num_tokens': 833044.0, 'mean_token_accuracy': 0.7300154864788055, 'epoch': 0.28}
{'loss': 0.7848, 'grad_norm': 6.314108848571777, 'learning_rate': 1.4476534296028881e-05, 'num_tokens': 837979.0, 'mean_token_accuracy': 0.7967878729104996, 'epoch': 0.28}
{'loss': 0.7476, 'grad_norm': 6.032834053039551, 'learning_rate': 1.4440433212996392e-05, 'num_tokens': 841844.0, 'mean_token_accuracy': 0.7794012427330017, 'epoch': 0.28}
{'loss': 0.8988, 'grad_norm': 4.471142768859863, 'learning_rate': 1.44043321299639e-05, 'num_tokens': 848057.0, 'mean_token_accuracy': 0.7409691661596298, 'epoch': 0.28}
{'loss': 1.2048, 'grad_norm': 5.241063594818115, 'learning_rate': 1.436823104693141e-05, 'num_tokens': 853977.0, 'mean_token_accuracy': 0.6790356040000916, 'epoch': 0.28}
{'loss': 0.7247, 'grad_norm': 5.093812465667725, 'learning_rate': 1.4332129963898917e-05, 'num_tokens': 859311.0, 'mean_token_accuracy': 0.7819960564374924, 'epoch': 0.29}
{'loss': 0.6515, 'grad_norm': 6.622507095336914, 'learning_rate': 1.4296028880866428e-05, 'num_tokens': 862788.0, 'mean_token_accuracy': 0.7899243831634521, 'epoch': 0.29}
{'loss': 0.4984, 'grad_norm': 5.137843132019043, 'learning_rate': 1.4259927797833937e-05, 'num_tokens': 867797.0, 'mean_token_accuracy': 0.8287382870912552, 'epoch': 0.29}
{'loss': 0.6114, 'grad_norm': 5.028323173522949, 'learning_rate': 1.4223826714801445e-05, 'num_tokens': 872754.0, 'mean_token_accuracy': 0.7999293506145477, 'epoch': 0.29}
{'loss': 1.0639, 'grad_norm': 5.965608596801758, 'learning_rate': 1.4187725631768954e-05, 'num_tokens': 877329.0, 'mean_token_accuracy': 0.7116438448429108, 'epoch': 0.29}
{'loss': 0.7578, 'grad_norm': 4.708715438842773, 'learning_rate': 1.4151624548736462e-05, 'num_tokens': 883492.0, 'mean_token_accuracy': 0.7712845802307129, 'epoch': 0.3}
{'loss': 0.7665, 'grad_norm': 8.959188461303711, 'learning_rate': 1.4115523465703973e-05, 'num_tokens': 888025.0, 'mean_token_accuracy': 0.7787653803825378, 'epoch': 0.3}
{'loss': 0.8436, 'grad_norm': 5.405519485473633, 'learning_rate': 1.4079422382671482e-05, 'num_tokens': 893468.0, 'mean_token_accuracy': 0.7609439492225647, 'epoch': 0.3}
{'loss': 0.6864, 'grad_norm': 5.157798767089844, 'learning_rate': 1.404332129963899e-05, 'num_tokens': 898067.0, 'mean_token_accuracy': 0.7857911288738251, 'epoch': 0.3}
{'loss': 0.4464, 'grad_norm': 4.551867485046387, 'learning_rate': 1.40072202166065e-05, 'num_tokens': 902296.0, 'mean_token_accuracy': 0.8403629064559937, 'epoch': 0.3}
{'loss': 0.6194, 'grad_norm': 6.292667388916016, 'learning_rate': 1.3971119133574009e-05, 'num_tokens': 907013.0, 'mean_token_accuracy': 0.808623656630516, 'epoch': 0.3}
{'loss': 0.5071, 'grad_norm': 4.4863409996032715, 'learning_rate': 1.3935018050541518e-05, 'num_tokens': 912296.0, 'mean_token_accuracy': 0.82590451836586, 'epoch': 0.31}
{'loss': 0.9663, 'grad_norm': 6.759748458862305, 'learning_rate': 1.3898916967509026e-05, 'num_tokens': 917094.0, 'mean_token_accuracy': 0.7413462102413177, 'epoch': 0.31}
{'loss': 0.6347, 'grad_norm': 6.087961673736572, 'learning_rate': 1.3862815884476535e-05, 'num_tokens': 922554.0, 'mean_token_accuracy': 0.795356422662735, 'epoch': 0.31}
{'loss': 0.7601, 'grad_norm': 6.032885551452637, 'learning_rate': 1.3826714801444046e-05, 'num_tokens': 927168.0, 'mean_token_accuracy': 0.7681652903556824, 'epoch': 0.31}
{'loss': 1.0093, 'grad_norm': 6.639527320861816, 'learning_rate': 1.3790613718411554e-05, 'num_tokens': 932344.0, 'mean_token_accuracy': 0.7074456959962845, 'epoch': 0.31}
{'loss': 0.6743, 'grad_norm': 4.665676593780518, 'learning_rate': 1.3754512635379063e-05, 'num_tokens': 938212.0, 'mean_token_accuracy': 0.7827424705028534, 'epoch': 0.32}
{'loss': 0.716, 'grad_norm': 6.276251792907715, 'learning_rate': 1.371841155234657e-05, 'num_tokens': 943366.0, 'mean_token_accuracy': 0.7857917845249176, 'epoch': 0.32}
{'loss': 0.8813, 'grad_norm': 5.811511039733887, 'learning_rate': 1.368231046931408e-05, 'num_tokens': 948081.0, 'mean_token_accuracy': 0.7644868940114975, 'epoch': 0.32}
{'loss': 1.366, 'grad_norm': 8.282166481018066, 'learning_rate': 1.3646209386281591e-05, 'num_tokens': 952442.0, 'mean_token_accuracy': 0.6643895506858826, 'epoch': 0.32}
{'loss': 0.9713, 'grad_norm': 6.066263675689697, 'learning_rate': 1.3610108303249099e-05, 'num_tokens': 958480.0, 'mean_token_accuracy': 0.7264879941940308, 'epoch': 0.32}
{'loss': 0.9083, 'grad_norm': 5.937063217163086, 'learning_rate': 1.3574007220216608e-05, 'num_tokens': 964339.0, 'mean_token_accuracy': 0.7185246646404266, 'epoch': 0.32}
{'loss': 0.8303, 'grad_norm': 6.138716220855713, 'learning_rate': 1.3537906137184115e-05, 'num_tokens': 968420.0, 'mean_token_accuracy': 0.7581270039081573, 'epoch': 0.33}
{'loss': 0.8929, 'grad_norm': 5.7147955894470215, 'learning_rate': 1.3501805054151626e-05, 'num_tokens': 974438.0, 'mean_token_accuracy': 0.7660672962665558, 'epoch': 0.33}
{'loss': 0.8332, 'grad_norm': 5.292065620422363, 'learning_rate': 1.3465703971119136e-05, 'num_tokens': 979150.0, 'mean_token_accuracy': 0.7688575685024261, 'epoch': 0.33}
{'loss': 0.8634, 'grad_norm': 7.3226776123046875, 'learning_rate': 1.3429602888086643e-05, 'num_tokens': 984202.0, 'mean_token_accuracy': 0.7399956285953522, 'epoch': 0.33}
{'loss': 1.2087, 'grad_norm': 5.4704437255859375, 'learning_rate': 1.3393501805054153e-05, 'num_tokens': 992296.0, 'mean_token_accuracy': 0.7013398110866547, 'epoch': 0.33}
{'loss': 0.6355, 'grad_norm': 6.691948890686035, 'learning_rate': 1.3357400722021662e-05, 'num_tokens': 996967.0, 'mean_token_accuracy': 0.7930020987987518, 'epoch': 0.34}
{'loss': 1.1023, 'grad_norm': 5.855036735534668, 'learning_rate': 1.3321299638989171e-05, 'num_tokens': 1003078.0, 'mean_token_accuracy': 0.7110638618469238, 'epoch': 0.34}
{'loss': 0.5889, 'grad_norm': 4.905191898345947, 'learning_rate': 1.3285198555956679e-05, 'num_tokens': 1008588.0, 'mean_token_accuracy': 0.8271066397428513, 'epoch': 0.34}
{'loss': 0.8494, 'grad_norm': 4.985010147094727, 'learning_rate': 1.3249097472924188e-05, 'num_tokens': 1013689.0, 'mean_token_accuracy': 0.7547172009944916, 'epoch': 0.34}
{'loss': 0.8497, 'grad_norm': 5.539493083953857, 'learning_rate': 1.3212996389891696e-05, 'num_tokens': 1017586.0, 'mean_token_accuracy': 0.7891961485147476, 'epoch': 0.34}
{'loss': 1.0544, 'grad_norm': 5.014604091644287, 'learning_rate': 1.3176895306859207e-05, 'num_tokens': 1027404.0, 'mean_token_accuracy': 0.7345121949911118, 'epoch': 0.34}
{'loss': 0.7609, 'grad_norm': 6.494501113891602, 'learning_rate': 1.3140794223826716e-05, 'num_tokens': 1033172.0, 'mean_token_accuracy': 0.7915697395801544, 'epoch': 0.35}
{'loss': 0.9143, 'grad_norm': 6.548170566558838, 'learning_rate': 1.3104693140794224e-05, 'num_tokens': 1038367.0, 'mean_token_accuracy': 0.7349066883325577, 'epoch': 0.35}
{'loss': 0.4333, 'grad_norm': 4.311633586883545, 'learning_rate': 1.3068592057761733e-05, 'num_tokens': 1042524.0, 'mean_token_accuracy': 0.8589085638523102, 'epoch': 0.35}
{'loss': 0.9836, 'grad_norm': 5.618152618408203, 'learning_rate': 1.3032490974729244e-05, 'num_tokens': 1046935.0, 'mean_token_accuracy': 0.7514703273773193, 'epoch': 0.35}
{'loss': 0.7957, 'grad_norm': 5.084354400634766, 'learning_rate': 1.2996389891696752e-05, 'num_tokens': 1051667.0, 'mean_token_accuracy': 0.76612289249897, 'epoch': 0.35}
{'loss': 0.7404, 'grad_norm': 6.217833518981934, 'learning_rate': 1.2960288808664261e-05, 'num_tokens': 1056093.0, 'mean_token_accuracy': 0.7724297493696213, 'epoch': 0.36}
{'loss': 0.9459, 'grad_norm': 4.820107936859131, 'learning_rate': 1.2924187725631769e-05, 'num_tokens': 1061863.0, 'mean_token_accuracy': 0.7185006886720657, 'epoch': 0.36}
{'loss': 0.6816, 'grad_norm': 6.1289496421813965, 'learning_rate': 1.288808664259928e-05, 'num_tokens': 1066675.0, 'mean_token_accuracy': 0.8047820180654526, 'epoch': 0.36}
{'loss': 0.8319, 'grad_norm': 5.084062099456787, 'learning_rate': 1.285198555956679e-05, 'num_tokens': 1073221.0, 'mean_token_accuracy': 0.7889191955327988, 'epoch': 0.36}
{'loss': 1.1454, 'grad_norm': 7.688225269317627, 'learning_rate': 1.2815884476534297e-05, 'num_tokens': 1077568.0, 'mean_token_accuracy': 0.7105110585689545, 'epoch': 0.36}
{'loss': 0.7944, 'grad_norm': 6.084232807159424, 'learning_rate': 1.2779783393501806e-05, 'num_tokens': 1084303.0, 'mean_token_accuracy': 0.7657049894332886, 'epoch': 0.36}
{'loss': 0.9994, 'grad_norm': 5.865240097045898, 'learning_rate': 1.2743682310469314e-05, 'num_tokens': 1089306.0, 'mean_token_accuracy': 0.7449769973754883, 'epoch': 0.37}
{'loss': 0.6999, 'grad_norm': 4.869626045227051, 'learning_rate': 1.2707581227436825e-05, 'num_tokens': 1094929.0, 'mean_token_accuracy': 0.7962082028388977, 'epoch': 0.37}
{'loss': 1.0102, 'grad_norm': 6.5626044273376465, 'learning_rate': 1.2671480144404333e-05, 'num_tokens': 1099993.0, 'mean_token_accuracy': 0.7581095397472382, 'epoch': 0.37}
{'loss': 0.9601, 'grad_norm': 6.222345352172852, 'learning_rate': 1.2635379061371842e-05, 'num_tokens': 1106293.0, 'mean_token_accuracy': 0.745060533285141, 'epoch': 0.37}
{'loss': 0.6046, 'grad_norm': 4.723978519439697, 'learning_rate': 1.2599277978339351e-05, 'num_tokens': 1110896.0, 'mean_token_accuracy': 0.8059414923191071, 'epoch': 0.37}
{'loss': 0.8223, 'grad_norm': 5.422644138336182, 'learning_rate': 1.256317689530686e-05, 'num_tokens': 1116116.0, 'mean_token_accuracy': 0.7528603821992874, 'epoch': 0.38}
{'loss': 0.6073, 'grad_norm': 4.7227864265441895, 'learning_rate': 1.252707581227437e-05, 'num_tokens': 1120988.0, 'mean_token_accuracy': 0.8125657439231873, 'epoch': 0.38}
{'loss': 0.615, 'grad_norm': 4.241843223571777, 'learning_rate': 1.2490974729241878e-05, 'num_tokens': 1125568.0, 'mean_token_accuracy': 0.8115575164556503, 'epoch': 0.38}
{'loss': 0.8605, 'grad_norm': 6.357346057891846, 'learning_rate': 1.2454873646209387e-05, 'num_tokens': 1129270.0, 'mean_token_accuracy': 0.7165043652057648, 'epoch': 0.38}
{'loss': 0.5698, 'grad_norm': 5.528641223907471, 'learning_rate': 1.2418772563176898e-05, 'num_tokens': 1134137.0, 'mean_token_accuracy': 0.8317539542913437, 'epoch': 0.38}
{'loss': 0.6464, 'grad_norm': 6.382043838500977, 'learning_rate': 1.2382671480144405e-05, 'num_tokens': 1139800.0, 'mean_token_accuracy': 0.810174971818924, 'epoch': 0.38}
{'loss': 0.6596, 'grad_norm': 5.131287097930908, 'learning_rate': 1.2346570397111915e-05, 'num_tokens': 1144763.0, 'mean_token_accuracy': 0.7783915102481842, 'epoch': 0.39}
{'loss': 0.6713, 'grad_norm': 4.872217655181885, 'learning_rate': 1.2310469314079422e-05, 'num_tokens': 1150558.0, 'mean_token_accuracy': 0.7993411719799042, 'epoch': 0.39}
{'loss': 0.7074, 'grad_norm': 8.005463600158691, 'learning_rate': 1.2274368231046932e-05, 'num_tokens': 1155171.0, 'mean_token_accuracy': 0.7819803208112717, 'epoch': 0.39}
{'loss': 0.9798, 'grad_norm': 5.596607685089111, 'learning_rate': 1.2238267148014443e-05, 'num_tokens': 1161155.0, 'mean_token_accuracy': 0.7258197218179703, 'epoch': 0.39}
{'loss': 0.9741, 'grad_norm': 5.8463029861450195, 'learning_rate': 1.220216606498195e-05, 'num_tokens': 1166909.0, 'mean_token_accuracy': 0.7533891946077347, 'epoch': 0.39}
{'loss': 1.0023, 'grad_norm': 5.667178153991699, 'learning_rate': 1.216606498194946e-05, 'num_tokens': 1172895.0, 'mean_token_accuracy': 0.7260963916778564, 'epoch': 0.39}
{'loss': 1.1546, 'grad_norm': 8.94536304473877, 'learning_rate': 1.2129963898916967e-05, 'num_tokens': 1179586.0, 'mean_token_accuracy': 0.6839987933635712, 'epoch': 0.4}
{'loss': 0.7525, 'grad_norm': 5.410850524902344, 'learning_rate': 1.2093862815884478e-05, 'num_tokens': 1184649.0, 'mean_token_accuracy': 0.8127610087394714, 'epoch': 0.4}
{'loss': 1.181, 'grad_norm': 5.627248287200928, 'learning_rate': 1.2057761732851988e-05, 'num_tokens': 1191316.0, 'mean_token_accuracy': 0.6690128594636917, 'epoch': 0.4}
{'loss': 1.0682, 'grad_norm': 5.711474418640137, 'learning_rate': 1.2021660649819495e-05, 'num_tokens': 1196687.0, 'mean_token_accuracy': 0.7626849412918091, 'epoch': 0.4}
{'loss': 0.5773, 'grad_norm': 4.890921592712402, 'learning_rate': 1.1985559566787005e-05, 'num_tokens': 1201307.0, 'mean_token_accuracy': 0.8128270953893661, 'epoch': 0.4}
{'loss': 0.926, 'grad_norm': 7.776249408721924, 'learning_rate': 1.1949458483754514e-05, 'num_tokens': 1205395.0, 'mean_token_accuracy': 0.7398275136947632, 'epoch': 0.41}
{'loss': 0.6825, 'grad_norm': 5.631148815155029, 'learning_rate': 1.1913357400722023e-05, 'num_tokens': 1209691.0, 'mean_token_accuracy': 0.7965126186609268, 'epoch': 0.41}
{'loss': 0.6133, 'grad_norm': 6.380154132843018, 'learning_rate': 1.1877256317689531e-05, 'num_tokens': 1213821.0, 'mean_token_accuracy': 0.7838275879621506, 'epoch': 0.41}
{'loss': 1.0659, 'grad_norm': 7.911273002624512, 'learning_rate': 1.184115523465704e-05, 'num_tokens': 1217765.0, 'mean_token_accuracy': 0.7202657163143158, 'epoch': 0.41}
{'loss': 1.1358, 'grad_norm': 6.270633220672607, 'learning_rate': 1.1805054151624548e-05, 'num_tokens': 1222528.0, 'mean_token_accuracy': 0.7162832468748093, 'epoch': 0.41}
{'loss': 0.663, 'grad_norm': 5.27202844619751, 'learning_rate': 1.1768953068592059e-05, 'num_tokens': 1226487.0, 'mean_token_accuracy': 0.7758173644542694, 'epoch': 0.41}
{'loss': 0.7214, 'grad_norm': 5.674378871917725, 'learning_rate': 1.1732851985559568e-05, 'num_tokens': 1232450.0, 'mean_token_accuracy': 0.7745082676410675, 'epoch': 0.42}
{'loss': 0.6666, 'grad_norm': 8.090059280395508, 'learning_rate': 1.1696750902527076e-05, 'num_tokens': 1235861.0, 'mean_token_accuracy': 0.8011747747659683, 'epoch': 0.42}
{'loss': 0.7254, 'grad_norm': 6.866660118103027, 'learning_rate': 1.1660649819494585e-05, 'num_tokens': 1240096.0, 'mean_token_accuracy': 0.7820711880922318, 'epoch': 0.42}
{'loss': 0.9084, 'grad_norm': 5.385444641113281, 'learning_rate': 1.1624548736462096e-05, 'num_tokens': 1246900.0, 'mean_token_accuracy': 0.7423559427261353, 'epoch': 0.42}
{'loss': 0.78, 'grad_norm': 6.189982891082764, 'learning_rate': 1.1588447653429604e-05, 'num_tokens': 1249988.0, 'mean_token_accuracy': 0.7882162779569626, 'epoch': 0.42}
{'loss': 0.8363, 'grad_norm': 5.746149063110352, 'learning_rate': 1.1552346570397113e-05, 'num_tokens': 1254509.0, 'mean_token_accuracy': 0.7535457909107208, 'epoch': 0.43}
{'loss': 1.1611, 'grad_norm': 6.058063983917236, 'learning_rate': 1.1516245487364621e-05, 'num_tokens': 1260993.0, 'mean_token_accuracy': 0.6937482059001923, 'epoch': 0.43}
{'loss': 0.7445, 'grad_norm': 5.761980056762695, 'learning_rate': 1.1480144404332132e-05, 'num_tokens': 1264153.0, 'mean_token_accuracy': 0.7510629296302795, 'epoch': 0.43}
{'loss': 1.0377, 'grad_norm': 5.292123317718506, 'learning_rate': 1.1444043321299641e-05, 'num_tokens': 1268839.0, 'mean_token_accuracy': 0.7145604491233826, 'epoch': 0.43}
{'loss': 0.6408, 'grad_norm': 5.495965003967285, 'learning_rate': 1.1407942238267149e-05, 'num_tokens': 1273325.0, 'mean_token_accuracy': 0.8132853955030441, 'epoch': 0.43}
{'loss': 0.8496, 'grad_norm': 5.817563056945801, 'learning_rate': 1.1371841155234658e-05, 'num_tokens': 1279048.0, 'mean_token_accuracy': 0.8015704900026321, 'epoch': 0.43}
{'loss': 0.8992, 'grad_norm': 7.941671848297119, 'learning_rate': 1.1335740072202166e-05, 'num_tokens': 1283541.0, 'mean_token_accuracy': 0.7621186524629593, 'epoch': 0.44}
{'loss': 0.6092, 'grad_norm': 4.89626407623291, 'learning_rate': 1.1299638989169677e-05, 'num_tokens': 1289649.0, 'mean_token_accuracy': 0.8202705234289169, 'epoch': 0.44}
{'loss': 0.6493, 'grad_norm': 5.113483905792236, 'learning_rate': 1.1263537906137184e-05, 'num_tokens': 1294278.0, 'mean_token_accuracy': 0.815179631114006, 'epoch': 0.44}
{'loss': 0.6552, 'grad_norm': 6.207573413848877, 'learning_rate': 1.1227436823104694e-05, 'num_tokens': 1297442.0, 'mean_token_accuracy': 0.7920869737863541, 'epoch': 0.44}
{'loss': 0.5745, 'grad_norm': 5.1566853523254395, 'learning_rate': 1.1191335740072201e-05, 'num_tokens': 1302005.0, 'mean_token_accuracy': 0.7944475710391998, 'epoch': 0.44}
{'loss': 0.8962, 'grad_norm': 6.62420129776001, 'learning_rate': 1.1155234657039712e-05, 'num_tokens': 1307216.0, 'mean_token_accuracy': 0.7363433539867401, 'epoch': 0.45}
{'loss': 0.8529, 'grad_norm': 6.651308059692383, 'learning_rate': 1.1119133574007222e-05, 'num_tokens': 1312900.0, 'mean_token_accuracy': 0.7462756037712097, 'epoch': 0.45}
{'loss': 0.5588, 'grad_norm': 4.778583526611328, 'learning_rate': 1.108303249097473e-05, 'num_tokens': 1317910.0, 'mean_token_accuracy': 0.8117139637470245, 'epoch': 0.45}
{'loss': 0.7278, 'grad_norm': 6.325712203979492, 'learning_rate': 1.1046931407942239e-05, 'num_tokens': 1322441.0, 'mean_token_accuracy': 0.7718830704689026, 'epoch': 0.45}
{'loss': 1.0517, 'grad_norm': 5.391659259796143, 'learning_rate': 1.101083032490975e-05, 'num_tokens': 1328855.0, 'mean_token_accuracy': 0.7269409745931625, 'epoch': 0.45}
{'loss': 0.9321, 'grad_norm': 6.414700984954834, 'learning_rate': 1.0974729241877257e-05, 'num_tokens': 1332698.0, 'mean_token_accuracy': 0.7463338822126389, 'epoch': 0.45}
{'loss': 0.9075, 'grad_norm': 5.579912185668945, 'learning_rate': 1.0938628158844767e-05, 'num_tokens': 1338616.0, 'mean_token_accuracy': 0.7547183781862259, 'epoch': 0.46}
{'loss': 1.1683, 'grad_norm': 7.242433547973633, 'learning_rate': 1.0902527075812274e-05, 'num_tokens': 1343304.0, 'mean_token_accuracy': 0.7044531852006912, 'epoch': 0.46}
{'loss': 0.7294, 'grad_norm': 5.113433361053467, 'learning_rate': 1.0866425992779784e-05, 'num_tokens': 1349102.0, 'mean_token_accuracy': 0.7668428122997284, 'epoch': 0.46}
{'loss': 1.1132, 'grad_norm': 7.624541759490967, 'learning_rate': 1.0830324909747295e-05, 'num_tokens': 1356341.0, 'mean_token_accuracy': 0.717186912894249, 'epoch': 0.46}
{'loss': 0.7323, 'grad_norm': 5.203886985778809, 'learning_rate': 1.0794223826714802e-05, 'num_tokens': 1361226.0, 'mean_token_accuracy': 0.7754841595888138, 'epoch': 0.46}
{'loss': 0.8871, 'grad_norm': 5.80036735534668, 'learning_rate': 1.0758122743682312e-05, 'num_tokens': 1366885.0, 'mean_token_accuracy': 0.7428876310586929, 'epoch': 0.47}
{'loss': 1.4079, 'grad_norm': 6.350956916809082, 'learning_rate': 1.072202166064982e-05, 'num_tokens': 1373095.0, 'mean_token_accuracy': 0.6442402005195618, 'epoch': 0.47}
{'loss': 1.2195, 'grad_norm': 5.918813705444336, 'learning_rate': 1.068592057761733e-05, 'num_tokens': 1379285.0, 'mean_token_accuracy': 0.6936034113168716, 'epoch': 0.47}
{'loss': 1.1507, 'grad_norm': 6.839723587036133, 'learning_rate': 1.0649819494584838e-05, 'num_tokens': 1383007.0, 'mean_token_accuracy': 0.6923553943634033, 'epoch': 0.47}
{'loss': 0.4696, 'grad_norm': 6.4371747970581055, 'learning_rate': 1.0613718411552347e-05, 'num_tokens': 1385776.0, 'mean_token_accuracy': 0.8544686436653137, 'epoch': 0.47}
{'loss': 0.7002, 'grad_norm': 6.347710132598877, 'learning_rate': 1.0577617328519855e-05, 'num_tokens': 1390253.0, 'mean_token_accuracy': 0.8014065325260162, 'epoch': 0.47}
{'loss': 1.1003, 'grad_norm': 6.851604461669922, 'learning_rate': 1.0541516245487366e-05, 'num_tokens': 1394304.0, 'mean_token_accuracy': 0.7212240844964981, 'epoch': 0.48}
{'loss': 0.8129, 'grad_norm': 7.764074325561523, 'learning_rate': 1.0505415162454875e-05, 'num_tokens': 1398783.0, 'mean_token_accuracy': 0.7574390023946762, 'epoch': 0.48}
{'loss': 0.648, 'grad_norm': 3.739264965057373, 'learning_rate': 1.0469314079422383e-05, 'num_tokens': 1404356.0, 'mean_token_accuracy': 0.818831667304039, 'epoch': 0.48}
{'loss': 0.7545, 'grad_norm': 6.53444242477417, 'learning_rate': 1.0433212996389892e-05, 'num_tokens': 1409175.0, 'mean_token_accuracy': 0.7638727277517319, 'epoch': 0.48}
{'loss': 0.7803, 'grad_norm': 4.94826078414917, 'learning_rate': 1.03971119133574e-05, 'num_tokens': 1414738.0, 'mean_token_accuracy': 0.7769540548324585, 'epoch': 0.48}
{'loss': 0.5378, 'grad_norm': 4.9723219871521, 'learning_rate': 1.0361010830324911e-05, 'num_tokens': 1418882.0, 'mean_token_accuracy': 0.823896661400795, 'epoch': 0.49}
{'loss': 0.7255, 'grad_norm': 5.855892658233643, 'learning_rate': 1.032490974729242e-05, 'num_tokens': 1424985.0, 'mean_token_accuracy': 0.7967345118522644, 'epoch': 0.49}
{'loss': 1.4758, 'grad_norm': 7.2866597175598145, 'learning_rate': 1.0288808664259928e-05, 'num_tokens': 1430052.0, 'mean_token_accuracy': 0.6424222141504288, 'epoch': 0.49}
{'loss': 0.8565, 'grad_norm': 5.766356468200684, 'learning_rate': 1.0252707581227437e-05, 'num_tokens': 1434329.0, 'mean_token_accuracy': 0.7809590846300125, 'epoch': 0.49}
{'loss': 0.8333, 'grad_norm': 4.943325996398926, 'learning_rate': 1.0216606498194948e-05, 'num_tokens': 1439460.0, 'mean_token_accuracy': 0.8079249560832977, 'epoch': 0.49}
{'loss': 1.0001, 'grad_norm': 4.988803386688232, 'learning_rate': 1.0180505415162456e-05, 'num_tokens': 1443724.0, 'mean_token_accuracy': 0.7661825865507126, 'epoch': 0.49}
{'loss': 0.9025, 'grad_norm': 6.498500347137451, 'learning_rate': 1.0144404332129965e-05, 'num_tokens': 1447034.0, 'mean_token_accuracy': 0.7285624891519547, 'epoch': 0.5}
{'loss': 0.6317, 'grad_norm': 4.700231552124023, 'learning_rate': 1.0108303249097473e-05, 'num_tokens': 1451571.0, 'mean_token_accuracy': 0.8041010349988937, 'epoch': 0.5}
{'loss': 0.824, 'grad_norm': 6.256624221801758, 'learning_rate': 1.0072202166064984e-05, 'num_tokens': 1455948.0, 'mean_token_accuracy': 0.7868648767471313, 'epoch': 0.5}
{'loss': 1.1684, 'grad_norm': 6.3840484619140625, 'learning_rate': 1.0036101083032491e-05, 'epoch': 0.5}
                                                                                                                                                                                                                                      
{'eval_loss': 0.7641061544418335, 'eval_runtime': 15.0564, 'eval_samples_per_second': 16.405, 'eval_steps_per_second': 16.405, 'eval_num_tokens': 1459614.0, 'eval_mean_token_accuracy': 0.778499249987274, 'epoch': 0.5}
{'loss': 1.0225, 'grad_norm': 6.381104946136475, 'learning_rate': 1e-05, 'num_tokens': 1465194.0, 'mean_token_accuracy': 0.7123584672808647, 'epoch': 0.5}
{'loss': 0.9806, 'grad_norm': 6.042863845825195, 'learning_rate': 9.96389891696751e-06, 'num_tokens': 1470851.0, 'mean_token_accuracy': 0.7414487600326538, 'epoch': 0.5}
{'loss': 0.8092, 'grad_norm': 5.6703200340271, 'learning_rate': 9.92779783393502e-06, 'num_tokens': 1475630.0, 'mean_token_accuracy': 0.7532349824905396, 'epoch': 0.51}
{'loss': 1.0208, 'grad_norm': 5.177028179168701, 'learning_rate': 9.891696750902527e-06, 'num_tokens': 1481416.0, 'mean_token_accuracy': 0.7438851147890091, 'epoch': 0.51}
{'loss': 0.7337, 'grad_norm': 6.251759052276611, 'learning_rate': 9.855595667870036e-06, 'num_tokens': 1486010.0, 'mean_token_accuracy': 0.8085232973098755, 'epoch': 0.51}
